codigos;productos;uxb;fair_ventas;burzaco_ventas;a_korn_ventas;tucuman_ventas;fair_stock;burzaco_stock;a_korn_stock;tucuman_stock;cdistrib;ventas;stock
14262;QUESO SARDO MARIA LUISA HORMA;1;0.0;0.0;0.0;0.0;69.0;5.0;85.0;2.0;0.0;0.0;161.0
13995;QUESO SARDO NARDIELLO FRACC;1;0.0;0.0;0.0;66725.0;0.0;0.0;0.0;167.0;0.0;66725.0;167.0
13508;QUESO SARDO PINT 1/2 HORMA LA QUESER;1;8806.0;0.0;9060.0;0.0;-324.0;-11.0;-14.0;0.0;0.0;17866.0;-349.0
13509;QUESO SARDO PINT FRACC LA QUESERA;1;13260.0;5120.0;16590.0;0.0;-567.0;-43.0;-149.0;0.0;0.0;34970.0;-759.0
13507;QUESO SARDO PINT HORMA LA QUESERA;1;3403.0;0.0;0.0;0.0;953.0;57.0;206.0;0.0;0.0;3403.0;1216.0
13915;QUESO SARDO S/PINT 1/2 LA QUESERA;1;14481.0;2060.0;1765.0;0.0;-109.0;-7.0;-8.0;0.0;0.0;18306.0;-124.0
13916;QUESO SARDO S/PINT FRACC LA QUESERA;1;50273.0;6760.0;2280.0;0.0;-289.0;-32.0;-66.0;0.0;0.0;59313.0;-387.0
13914;QUESO SARDO S/PINT HORMA LA QUESERA;1;3504.0;0.0;0.0;0.0;362.0;51.0;87.0;0.0;0.0;3504.0;500.0
468613;QUESO SARDO VARENSE TUCU;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.0;0.0;0.0;40.0
14309;QUESO SARDO/PROV/REGG 3 HERMANOS FRA;1;0.0;0.0;0.0;0.0;-210.0;0.0;0.0;1.0;0.0;0.0;-209.0
14296;QUESO SARDO/PROV/REGG LOS 3 HERMANOS;1;0.0;0.0;0.0;0.0;404.0;0.0;0.0;0.0;0.0;0.0;404.0
14308;QUESO SARDO/PROV/REGG LOS 3 HERMANOS;1;0.0;0.0;0.0;0.0;-104.0;0.0;0.0;0.0;0.0;0.0;-104.0
13651;QUESO SBRINZ 1/2 HORMA LA QUESERA;1;0.0;0.0;0.0;0.0;-67.0;0.0;3.0;0.0;0.0;0.0;-64.0
13652;QUESO SBRINZ FRACC LA QUESERA;1;7983.0;0.0;14465.0;0.0;-319.0;-49.0;-156.0;0.0;0.0;22448.0;-524.0
13650;QUESO SBRINZ HORMA LA QUESERA;1;0.0;0.0;0.0;0.0;529.0;58.0;146.0;0.0;0.0;0.0;733.0
13739;QUESO SBRINZ ROSALAT 1/2 HORMA;1;0.0;0.0;0.0;0.0;-2.0;0.0;0.0;0.0;0.0;0.0;-2.0
13740;QUESO SBRINZ ROSALAT FRACCIONADO;1;0.0;0.0;0.0;0.0;-19.0;0.0;0.0;0.0;0.0;0.0;-19.0
14170;QUESO TYBO BERNY CHESSE BARRA 1/2 HO;1;0.0;0.0;0.0;0.0;-40.0;0.0;0.0;0.0;0.0;0.0;-40.0
14171;QUESO TYBO BERNY CHESSE BARRA FRACC;1;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;-1.0
14172;QUESO TYBO BERNY CHESSE FETAS;1;0.0;0.0;0.0;0.0;-60.0;-1.0;0.0;0.0;0.0;0.0;-61.0
14169;QUESO TYBO BERNY CHESSE HORMA;1;0.0;0.0;0.0;0.0;117.0;4.0;0.0;0.0;0.0;0.0;121.0
14282;QUESO TYBO CASANTO X HORMA;1;0.0;0.0;0.0;0.0;43.0;9.0;0.0;0.0;0.0;0.0;52.0
13530;QUESO TYBO ESTANCIA DE ORO 1/2 HORMA;1;0.0;0.0;0.0;0.0;-411.0;-31.0;-163.0;0.0;0.0;0.0;-605.0
13531;QUESO TYBO ESTANCIA DE ORO FETAS;1;0.0;0.0;0.0;0.0;-328.0;-27.0;-70.0;0.0;0.0;0.0;-425.0
13529;QUESO TYBO ESTANCIA DE ORO HORMA;1;0.0;0.0;0.0;0.0;1066.0;61.0;261.0;0.0;0.0;0.0;1388.0
14271;QUESO TYBO LA TREGUA 1/2 HORMA;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
14272;QUESO TYBO LA TREGUA FETAS;1;0.0;0.0;0.0;0.0;-69.0;0.0;0.0;0.0;0.0;0.0;-69.0
14270;QUESO TYBO LA TREGUA X HORMA;1;0.0;0.0;0.0;0.0;81.0;0.0;0.0;0.0;0.0;0.0;81.0
13066;QUESO TYBO PUNTA DE AGUA FETAS;1;27824.0;10030.0;365.0;0.0;-192.0;-13.0;-117.0;0.0;0.0;38219.0;-322.0
13021;QUESO TYBO PUNTA DE AGUA HORMA;1;60982.0;7100.0;68955.0;0.0;26.0;74.0;-253.0;30.0;0.0;137037.0;-123.0
13059;QUESO TYBO PUNTA DEL AGUA 1/2 HORMA;1;34353.0;0.0;0.0;0.0;-176.0;-59.0;-210.0;0.0;0.0;34353.0;-445.0
479376;QUESO UNT. LA SERE FONTINA x180g;1;25.0;15.0;6.0;0.0;-8.0;6.0;-11.0;1.0;0.0;46.0;-12.0
479377;QUESO UNT. LA SERE JAMON x180g;1;36.0;20.0;13.0;0.0;-18.0;7.0;19.0;0.0;0.0;69.0;8.0
479368;QUESO UNT. LA SERE SALAME x180g;1;22.0;10.0;37.0;0.0;13.0;4.0;6.0;2.0;0.0;69.0;25.0
475865;QUESO UNT.CLAS LA SERENISIMA ENT x19;12;0.0;0.0;0.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;15.0
471704;QUESO UNT.CLAS LA SERENISIMA ENT x29;12;13.75;1.66;11.16;1.25;17.0;0.0;33.58;0.0;0.0;27.83;50.58
478392;QUESO UNT.CLAS LA SERENISIMA ENT x46;12;14.0;0.0;0.0;0.0;4.25;0.0;0.0;0.0;0.0;14.0;4.25
475866;QUESO UNT.CLAS LA SERENISIMA LIGHT x;1;0.0;0.0;0.0;0.0;72.0;0.0;0.0;0.0;0.0;0.0;72.0
471694;QUESO UNT.CLAS LA SERENISIMA LIGHT x;12;8.16;1.33;4.75;1.75;6.33;0.0;0.0;1.91;0.0;16.0;8.25
478379;QUESO UNT.CLAS LA SERENISIMA LIGHT x;1;63.0;0.0;0.0;0.0;33.0;0.0;0.0;0.0;0.0;63.0;33.0
470133;QUESO UNTABLE ADLER AZUL x190g;12;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0
469915;QUESO UNTABLE ADLER CREM.AZUL X 190G;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
469627;QUESO UNTABLE ADLER CREM.CLAS x190gr;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
469631;QUESO UNTABLE ADLER CREM.JAM. x190gr;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
467538;QUESO UNTABLE ADLER VARIOS SAB.X 100;20;1.7;1.1;3.45;0.0;0.0;1.1;47.0;0.0;0.0;6.25;48.1
477164;QUESO UNTABLE CREMATTO LIGHT x445g;1;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;-1.0
465144;QUESO UNTABLE FINLANDIA BALANCE x290;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
471371;QUESO UNTABLE FINLANDIA CHEDDAR X 2K;1;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;10.0
464769;QUESO UNTABLE FINLANDIA CLASICO x290;12;14.16;2.91;4.91;0.0;3.33;1.5;4.08;0.0;0.0;22.0;8.91
464303;QUESO UNTABLE FINLANDIA LIGHT/LIVIAN;1;146.0;46.0;47.0;0.0;66.0;37.0;4.0;6.0;0.0;239.0;113.0
472618;QUESO UNTABLE FINLANDIA x180gr ACEIT;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
463835;QUESO UNTABLE FINLANDIA x180gr AZUL;1;0.0;0.0;0.0;0.0;24.0;0.0;0.0;0.0;0.0;0.0;24.0
463723;QUESO UNTABLE FINLANDIA x180gr CLASI;1;81.0;38.0;92.0;23.0;-17.0;36.0;15.0;6.0;0.0;234.0;40.0
463727;QUESO UNTABLE FINLANDIA x180gr LIGHT;1;63.0;12.0;37.0;42.0;16.0;376.0;71.0;10.0;0.0;154.0;473.0
476467;QUESO UNTABLE FINLANDIA x180gr MAS L;1;12.0;7.0;0.0;0.0;-1.0;-52.0;25.0;10.0;0.0;19.0;-18.0
469630;QUESO UNTABLE MILKAUT AZUL x190g;1;0.0;0.0;0.0;0.0;0.0;0.0;-17.0;0.0;0.0;0.0;-17.0
469624;QUESO UNTABLE MILKAUT CHEDDAR x 190g;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
470000;QUESO UNTABLE MILKAUT CLASICO x190g;12;0.0;1.41;2.66;0.0;0.0;0.0;0.0;0.0;0.0;4.08;0.0
469629;QUESO UNTABLE MILKAUT CREM.LIGHT X28;1;0.0;0.0;0.0;0.0;0.0;32.0;73.0;0.0;0.0;0.0;105.0
470997;QUESO UNTABLE MILKAUT CREMATTO X445G;12;1.0;1.0;5.58;0.0;0.0;0.0;0.0;0.0;0.0;7.58;0.0
469297;QUESO UNTABLE MILKAUT CREMATTO x290g;12;2.75;1.41;6.25;0.0;1.58;0.0;2.83;0.0;0.0;10.41;4.41
469625;QUESO UNTABLE MILKAUT JAMON x190g;12;0.0;0.5;2.66;0.0;0.0;0.0;1.16;0.0;0.0;3.16;1.16
470001;QUESO UNTABLE MILKAUT LIGHT x190g;12;0.0;0.33;0.41;0.0;0.0;0.0;2.5;0.0;0.0;0.75;2.5
469067;QUESO UNTABLE MILKAUT POR SALUT x190;1;0.0;0.0;0.0;0.0;0.0;-6.0;0.0;0.0;0.0;0.0;-6.0
470685;QUESO UNTABLE PAULINA x190g 4 QUESOS;1;0.0;0.0;0.0;7.0;0.0;0.0;0.0;19.0;0.0;7.0;19.0
470691;QUESO UNTABLE PAULINA x190g AZUL;1;0.0;0.0;0.0;7.0;0.0;0.0;0.0;4.0;0.0;7.0;4.0
470688;QUESO UNTABLE PAULINA x190g CHEDDAR;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
473352;QUESO UNTABLE PAULINA x190g CLASICO;1;0.0;0.0;0.0;16.0;0.0;0.0;0.0;8.0;0.0;16.0;8.0
470686;QUESO UNTABLE PAULINA x190g FONTINA;1;0.0;0.0;0.0;2.0;0.0;0.0;0.0;11.0;0.0;2.0;11.0
470690;QUESO UNTABLE PAULINA x190g JAMON;1;0.0;0.0;0.0;8.0;0.0;0.0;0.0;6.0;0.0;8.0;6.0
470687;QUESO UNTABLE PAULINA x190g MAGRO;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
470689;QUESO UNTABLE PAULINA x190g POR SALU;1;0.0;0.0;0.0;27.0;0.0;0.0;0.0;9.0;0.0;27.0;9.0
475614;QUESO UNTABLE PAULINA x190g SALAME;1;0.0;0.0;0.0;4.0;0.0;0.0;0.0;5.0;0.0;4.0;5.0
471325;QUESO UNTABLE SURTIDOS ROSALAT x190g;15;0.0;0.0;0.0;0.0;0.0;0.0;1.93;0.0;0.0;0.0;1.93
478481;QUESO UNTABLE TONADITA 180GR 4 QUESO;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
478480;QUESO UNTABLE TONADITA 180GR AZUL;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
478427;QUESO UNTABLE TONADITA 180GR CLASICO;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
478428;QUESO UNTABLE TONADITA 180GR REDUCID;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
477226;QUESO UNTABLE TREMBLAY AZUL x190gr;12;2.91;0.0;0.0;0.0;1.08;0.0;0.0;0.0;0.0;2.91;1.08
477227;QUESO UNTABLE TREMBLAY CHEDDAR x180g;12;2.25;0.0;0.0;0.0;1.66;0.0;0.0;0.0;0.0;2.25;1.66
477223;QUESO UNTABLE TREMBLAY CLASICO x180g;12;3.33;0.08;0.0;0.0;2.33;1.0;0.0;0.0;0.0;3.41;3.33
477221;QUESO UNTABLE TREMBLAY FINAS HIERBAS;12;1.5;0.16;0.0;0.0;1.41;0.0;0.0;0.0;0.0;1.66;1.41
477224;QUESO UNTABLE TREMBLAY JAMON x180gr;12;4.25;0.83;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.08;0.0
472309;QUESO UNTABLE TREMBLAY P.SALUT x180g;12;3.08;0.25;0.0;0.0;1.08;0.0;0.0;0.0;0.0;3.33;1.08
477222;QUESO UNTABLE TREMBLAY SALAME x180gr;12;4.75;1.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.25;0.0
470120;QUILMES LATA 0% ALCOHOL x473ml;24;0.0;0.04;0.0;0.0;10.0;3.95;6.0;0.0;0.0;0.04;19.95
2865;QUITAESM FORT ALGABO X50CC;24;0.91;0.0;0.0;0.04;102.79;5.54;5.54;28.45;0.0;0.95;142.33
2866;QUITAESM HUMEC ALGABO X50CC;24;0.0;0.0;0.0;0.0;94.29;3.33;0.0;0.0;0.0;0.0;97.62
2867;QUITAESM KERAT ALGABO X50CC;24;2.37;0.0;0.0;0.0;111.54;9.54;14.66;3.66;0.0;2.37;139.41
464994;QUITAESMALTE ALGABO VARIOS x100cc;24;0.0;0.0;0.0;0.0;7.12;-6.58;0.0;0.0;0.0;0.0;0.54
10771;QUITAESMALTE CUTEX VARIOS 50ml;24;0.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.75;0.0
475895;QUITAESMALTE MAS PLUS VS x100cc;24;5.16;0.0;0.29;0.12;157.79;-1.91;3.29;6.16;0.0;5.58;165.33
473288;QUITAESMALTES CUTEX VARIOS x100ml;24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
475894;QUITAESMALTES MAS PLUS VS x50cc;24;0.08;0.0;0.0;0.16;20.45;-2.91;3.29;1.7;0.0;0.25;22.54
471640;QUITAMANCHAS AYUDIN BLANCO SUP x650c;12;0.0;0.0;0.0;0.0;0.0;-1.0;-2.0;0.0;0.0;0.0;-3.0
472187;QUITAMANCHAS AYUDIN COL VIVOS x1.5Lt;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
474578;QUITAMANCHAS AYUDIN COLOR BOT x700cc;15;0.13;0.06;0.0;0.0;5.86;9.93;0.0;0.0;0.0;0.2;15.8
470825;QUITAMANCHAS AYUDIN COLOR DP x650ml;12;0.0;0.58;0.0;0.0;0.0;-1.83;-3.0;0.0;0.0;0.58;-4.83
465005;QUITAMANCHAS AYUDIN GEL BCOS.SUP x70;15;0.06;0.4;0.2;0.0;3.4;0.0;1.8;0.0;0.0;0.66;5.2
5591;QUITAMANCHAS AYUDIN R/COLOR DP 400ML;16;3.25;1.0;3.5;0.0;6.75;3.56;0.0;0.0;0.0;7.75;10.31
462005;QUITAMANCHAS PVO AYUDIN x450g ROPA B;1;0.0;0.0;0.0;0.0;13.0;-12.0;0.0;0.0;0.0;0.0;1.0
463019;QUITAMANCHAS TRENET OXI.GAT x500cc;1;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0
8251;QUITAMANCHAS VANISH DP 400ML;12;0.0;0.41;0.16;0.0;0.0;-7.5;2.08;0.0;0.0;0.58;-5.41
467689;RACING GO AUTOS x2u FRICCION;1;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0
478990;RADIO M-1161BT IMP-E;1;0.0;0.0;0.0;0.0;1.0;2.0;1.0;1.0;0.0;0.0;5.0
10991;RADIO SOLAR C/LINTERNA TUCU;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0
6022;RAID REPUESTO LIQUIDO ELECTRIC;12;0.25;0.0;0.0;0.08;4.91;0.0;0.0;5.83;0.0;0.33;10.75
468763;RALLADOR ACERO Y PLASTICO UNA CARA;1;0.0;0.0;0.0;0.0;34.0;0.0;0.0;0.0;0.0;0.0;34.0
480795;RALLADOR BENABI IMP EMA BNB 54530;1;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;-1.0
475198;RALLADOR C/CONTENEDOR x5BH-HOME WB01;1;0.0;0.0;0.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;4.0
472381;RALLADOR C/MANGO MANUAL VIHA;36;0.0;0.0;0.0;0.0;4.97;0.0;0.0;0.0;0.0;0.0;4.97
475112;RALLADOR C/RECIPIENTE THE KITCHEN SO;1;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;1.0;3.0
10420;RALLADOR DE MANZANA REDONDO PLASTICO;36;0.08;0.0;0.0;0.02;1.69;0.0;5.88;0.0;0.0;0.11;7.58
477045;RAPIDITAS BIMBO CLASICAS x275gr;1;60.0;0.0;17.0;0.0;5.0;0.0;-19.0;0.0;0.0;77.0;-14.0
472684;RAPIDITAS BIMBOS VARIAS x220G;1;20.0;0.0;0.0;0.0;15.0;0.0;0.0;0.0;0.0;20.0;15.0
475278;RASTRILLO BARREHOJAS CHICO BOROLIMP;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4846;RASTRILLO PLASTICO BATENN;24;0.0;0.0;0.0;0.0;0.0;0.0;12.33;0.0;0.0;0.0;12.33
470601;RAVIOLES 4 QUESOS MENDIA x1Kg;10;3.8;1.0;7.1;0.0;3.5;0.0;31.2;0.0;0.0;11.9;34.7
470611;RAVIOLES CUATRO QUESOS MENDIA x500g;12;2.33;0.0;2.33;0.0;4.58;0.0;24.75;0.0;0.0;4.66;29.33
471507;RAVIOLES DE ESPINACA MENDIA x1Kg;10;4.2;0.5;0.0;0.0;3.1;0.0;0.0;0.0;0.0;4.7;3.1
471011;RAVIOLES DE ESPINACA ORALI x1Kg;10;0.0;2.2;9.1;0.0;0.0;0.0;6.4;0.0;0.0;11.3;6.4
471005;RAVIOLES DE ESPINACA ORALI x500g;21;0.0;0.95;4.57;0.0;0.0;0.0;3.19;0.0;0.0;5.52;3.19
471009;RAVIOLES DE POLLO ORALI x1Kg;10;0.0;2.4;16.6;0.0;0.0;1.5;9.5;0.0;0.0;19.0;11.0
470598;RAVIOLES DE RICOTA MENDIA x1Kg;10;3.8;0.1;0.0;0.0;2.4;1.4;0.0;0.0;0.0;3.9;3.8
471983;RAVIOLES DE RICOTA MENDIA x500g;1;19.0;0.0;0.0;0.0;38.0;0.0;24.0;0.0;0.0;19.0;62.0
471012;RAVIOLES DE RICOTA ORALI x1Kg;10;0.0;1.8;6.9;0.0;0.0;1.6;5.4;0.0;0.0;8.69;7.0
465630;RAVIOLES FACILITAS x1KG.;1;0.0;0.0;0.0;0.0;17.0;0.0;48.0;0.0;0.0;0.0;65.0
466003;RAVIOLES FACILITAS x500g;1;0.0;0.0;0.0;0.0;42.0;0.0;0.0;0.0;0.0;0.0;42.0
476782;RAVIOLES FAVORITA JAMON Y QUESO x450;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
476781;RAVIOLES FAVORITA QUESOS x450g;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
477078;RAVIOLES LA ITALIANA 4QUESOS X1KG;12;0.0;0.0;0.0;1.75;0.0;0.0;0.0;0.0;0.0;1.75;0.0
470521;RAVIOLES LA ITALIANA JAM/QUESO x1Kg;12;2.75;2.75;15.5;4.0;2.83;1.16;11.5;2.58;0.0;25.0;18.08
467505;RAVIOLES LA ITALIANA POLLO Y ESP X1K;12;3.41;2.58;11.41;4.75;0.0;1.66;9.33;0.0;0.0;22.16;11.0
469936;RAVIOLES LA ITALIANA x500g 4 QUESOS;21;0.0;0.14;2.38;0.52;0.0;3.09;4.33;0.0;0.0;3.04;7.42
479323;RAVIOLES LA ITALIANA x500g CARN/ESP;21;0.0;0.0;0.0;0.71;0.0;0.0;0.0;0.0;0.0;0.71;0.0
469935;RAVIOLES LA ITALIANA x500g JAMON/QUE;21;0.0;0.71;3.23;0.9;0.0;0.0;2.28;2.52;0.0;4.85;4.8
479322;RAVIOLES LA ITALIANA x500g POL/VERD;21;0.0;0.47;3.33;1.33;0.0;0.0;-27.85;2.42;0.0;5.14;-25.42
479321;RAVIOLES LA ITALIANA x500g RICOTTA;21;0.0;0.0;0.0;0.23;0.0;0.0;0.0;1.14;0.0;0.23;1.14
472222;RAVIOLES LA SALTEÑA 4 QUESOS x450g;1;0.0;7.0;0.0;0.0;0.0;93.0;0.0;11.0;0.0;7.0;104.0
474016;RAVIOLES LA SALTEÑA 4 QUESOS x900g;1;0.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;1.0;4.0
472221;RAVIOLES LA SALTEÑA CARNE/VERDURA x4;1;0.0;6.0;0.0;0.0;0.0;-11.0;0.0;0.0;0.0;6.0;-11.0
469260;RAVIOLES LA SALTEÑA ESPINACA/QUESO x;1;0.0;8.0;0.0;0.0;0.0;68.0;0.0;3.0;0.0;8.0;71.0
472218;RAVIOLES LA SALTEÑA JYQ x450g;1;0.0;23.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;23.0;1.0
470970;RAVIOLES LA SALTEÑA POLLO/VERD x900G;1;0.0;4.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;4.0;3.0
472219;RAVIOLES LA SALTEÑA POLLO/VERDURA x4;1;0.0;7.0;0.0;0.0;0.0;-2.0;0.0;0.0;0.0;7.0;-2.0
472220;RAVIOLES LA SALTEÑA RICOTA x450g;1;0.0;6.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;6.0;7.0
473343;RAVIOLES ORALI 4 QUESOS x500g;21;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
474600;RAVIOLES PASTEU.BLISTER 4 QUESOS TAP;1;55.0;0.0;0.0;0.0;7.0;0.0;-12.0;0.0;0.0;55.0;-5.0
477251;RAVIOLES PASTEU.BLISTER POLL/VERD TA;1;35.0;0.0;71.0;0.0;45.0;0.0;18.0;0.0;0.0;106.0;63.0
477252;RAVIOLES PASTEU.BLISTER RICO/JAM TAP;1;32.0;0.0;63.0;0.0;24.0;0.0;-13.0;0.0;0.0;95.0;11.0
11727;RAVIOLES PASTEU.BLISTER RICOT/VERD T;1;14.0;0.0;41.0;0.0;64.0;0.0;1.0;0.0;0.0;55.0;65.0
475880;RAVIOLES POLL/VERDURA ELUN CHE x1kg;1;435.0;46.0;0.0;0.0;15.0;15.0;0.0;0.0;0.0;481.0;30.0
471001;RAVIOLES POLLO ORALI x500g;21;0.0;1.04;7.28;0.0;0.0;0.0;3.23;0.0;0.0;8.33;3.23
470600;RAVIOLES POLLO-VERDURA MENDIA x1Kg;10;5.6;1.2;5.4;0.0;4.59;1.1;29.0;0.0;0.0;12.2;34.7
470610;RAVIOLES POLLO/VERDURA MENDIA x500gr;12;4.0;0.0;1.75;0.0;3.16;0.0;10.83;0.0;0.0;5.75;14.0
477258;RAVIOLES RICOTA ELUN CHE x1Kg;1;213.0;33.0;0.0;0.0;27.0;28.0;0.0;0.0;0.0;246.0;55.0
471004;RAVIOLES RICOTA ORALI x500gr;21;0.0;0.85;5.0;0.0;0.0;0.0;13.28;0.0;0.0;5.85;13.28
470650;RAVIOLES RICOTA-MOZZA-JAMON MENDIA x;10;5.0;1.4;6.4;0.0;3.1;0.0;31.1;0.0;0.0;12.8;34.2
470602;RAVIOLES RICOTA-MOZZA-JAMON MENDIA x;1;80.0;0.0;13.0;0.0;20.0;0.0;48.0;0.0;0.0;93.0;68.0
473701;RAVIOLES RICOTTA/ESPINACA MENDIA x50;12;1.25;0.0;0.0;0.0;5.75;0.0;0.0;0.0;0.0;1.25;5.75
478327;RAVIOLES TAPAMANIA 4QUESOS x1Kg;1;60.0;0.0;0.0;0.0;22.0;0.0;1.0;0.0;0.0;60.0;23.0
11726;RAVIOLES TAPAMANIA 600G DOS PLANCHAS;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
477977;RAVIOLES TAPAMANIA CALABA Y QUESO X5;1;33.0;0.0;21.0;0.0;22.0;0.0;24.0;0.0;0.0;54.0;46.0
477253;RAVIOLES TAPAMANIA POLL/VERD. x1kg;1;47.0;16.0;69.0;0.0;12.0;-10.0;-4.0;0.0;0.0;132.0;-2.0
477254;RAVIOLES TAPAMANIA RICOT/JAM x1Kg;1;83.0;11.0;121.0;0.0;24.0;14.0;4.0;0.0;0.0;215.0;42.0
474243;RAVIOLES TAPAMANIA RICOT/VERDURA x1k;1;58.0;7.0;106.0;0.0;58.0;-17.0;12.0;0.0;0.0;171.0;53.0
9397;RC GALL.SADWICH 330g;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5561;RC SIN SAL 225GR;20;4.8;2.65;2.9;0.0;2.35;0.0;-1.8;0.0;0.0;10.35;0.55
5560;RC SIN SAL 450GR;10;8.5;3.0;6.6;0.9;6.2;0.0;-2.2;1.1;0.0;19.0;5.09
471359;RC SIN SAL LIGHT x225g;20;1.25;0.9;2.6;0.95;8.65;4.7;5.7;0.0;0.0;5.7;19.05
479819;REBOZADOR ALL RICE C/SAL SINTACC x25;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
479816;REBOZADOR ALL RICE S/SAL SIN TACC x2;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2889;REBOZADOR C/CONDIM EXCLUSIVO x400gr;10;0.0;3.6;0.0;0.0;0.0;0.0;1.7;0.0;0.0;3.6;1.7
2883;REBOZADOR EXCLUSIVO 400 G;10;0.0;0.7;0.0;0.0;0.0;0.0;-26.6;0.0;0.0;0.7;-26.6
2884;REBOZADOR EXCLUSIVO 5 KG;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2885;REBOZADOR FREIR MAMA COC x1kg;10;21.3;3.1;5.6;0.1;27.8;22.9;6.2;1.9;25.9;30.1;84.7
2881;REBOZADOR FREIR MAMA COC x500g;12;16.5;1.5;13.33;3.25;161.58;24.16;9.75;10.41;19.0;34.58;224.91
461609;REBOZADOR HORNO MAMA COC x1kg;10;0.0;0.0;0.0;0.0;205.0;0.0;0.0;3.0;0.0;0.0;208.0
2882;REBOZADOR HORNO MAMA COC x500g;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2823;REBOZADOR HORNO PREFERIDO x500gr;20;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
477295;REBOZADOR HORNO SILVINA x400g;10;0.5;0.7;0.0;0.0;0.0;1.1;0.0;0.0;0.0;1.2;1.1
477804;REBOZADOR MAROLIO x1kg;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
541;REBOZADOR MAROLIO x500gr;12;9.0;1.91;7.83;2.41;12.25;4.33;14.5;1.5;0.0;21.16;32.58
476712;REBOZADOR MOLTO X1KG;10;5.8;0.6;2.8;0.0;16.2;4.4;10.6;0.0;0.0;9.19;31.2
471957;REBOZADOR MOLTO x500g;12;1.16;1.25;1.16;0.0;29.25;11.5;18.25;0.0;0.0;3.58;59.0
3927;REBOZADOR PREFERIDO FREIR/HORNO x1kg;9;0.11;0.0;0.0;0.0;0.0;0.0;-1.11;0.0;0.0;0.11;-1.11
